s_id;name
50012142;Ostróda
50012153;Pas³êk
50012164;Pasym
50012173;Pieniê¿no
50012184;Pikus
50012193;Pisz
50012204;Pogorzel Wielka
50012213;Prostki
50012224;Rakowice
50012234;Redaki
50012244;Rogale
50012254;Rogiedle
50012263;Ruciane-Nida
50012274;Ruciane-Nida Zachód
50012284;Rudzienice Suskie
50012294;Rybno Pomorskie
50012304;Samborowo
50012314;S¹topy-Samulewo
50012324;Siedliska
50012334;Siódmak
50012344;Skandawa
50012354;Skomack Wielki
50012364;Smolniki
50012374;Spychowo
50012384;Stare Guty
50012394;Stare Jab³onki
50012404;Stare Juchy
50012414;Stawiguda
50012424;Ster³awki Ma³e
50012433;Ster³awki Wielkie
50012444;Stupsk Mazowiecki
50012453;Susz
50012464;Swobodna
50012473;Szczytno
50012484;Szeroki Bór
50012493;Szymany Lotnisko
50012504;Œwiercze
50012514;Œwiêtajno
50012524;To³kiny
50012534;Tuczki
50012544;Turza Wielka
50012554;Unieszewo
50012564;Waplewo
50012574;Wipsowo
50012584;Wo³owno
50012594;Woszczele
50012604;Wydminy
50012614;Wysoka Braniewska
50012624;Wyszyny
50012634;Zaj¹czkowo Lubawskie
50012644;Zakrzów-Sarnowo
50012654;Z¹browo
50012664;Zielonka Pas³êcka
50012674;¯abi Róg
50012684;¯abiny
50012694;¯ugienie
60012704;Bardo Przy³êk
60012713;Bardo Œl¹skie
60012724;B¹ków
60012734;Bia³y Koœció³
60012744;Biskupice ko³o Kluczborka
60012754;B³otnica Strzelecka
60012764;Boreczek
60012774;Borkowice
60012784;Borucice
60012792;Brzeg
60012804;Budziszowice
60012814;Bukowo
60012823;Byczyna Kluczborska
60012834;Chróœcice
60012844;Chróœcina Nyska
60012853;Chróœcina Opolska
60012864;Chrz¹stowice
60012874;Czeska Wieœ
60012884;D¹browa Niemodliñska
60012894;Dêbska KuŸnia
60012904;Doboszowice
60012914;Dobrzeñ Wielki
60012924;Domaszowice
60012934;Dytmarów
60012943;Dzier¿oniów Œl¹ski
60012954;Fosowskie
60012963;G³ogówek
60012974;G³ucho³azy
60012984;G³ucho³azy Miasto
60012993;Gogolin
60013004;Goœwinowice
60013013;Góra¿d¿e
60013024;Grêboszów
60013033;Grodków Œl¹ski
60013043;Henryków
60013054;Jasienica Dolna
60013064;Jasiona
60013074;Je³owa
60013084;Ka³y
60013093;Kamieniec Z¹bkowicki
60013103;Kamieñ Œl¹ski
60013114;Kar³owice
60013124;Kielcza
60013132;Kluczbork
60013144;Kolonowskie
60013153;Komprachcice
60013164;Kostów
60013174;Kotórz Ma³y
60013184;Krasiejów
60013194;Krzywizna
60013204;Kubice
60013214;Laskowice Oleskie
60013223;Lewin Brzeski
60013234;Lipki
60013244;Lipowa Œl¹ska
60013253;£ambinowice
60013264;£awica
60013274;£osiów
60013284;Mañkowice
60013294;M¹koszyce
60013304;Moœcisko Dzier¿oniowskie
60013314;Myœliczyn
60013323;Namys³ów
60013334;Nowy Las
60013344;Nowy Œwiêtów
60013352;Nysa
60013363;Olesno Œl¹skie
60013374;Olszanka
60013384;Opole Borki
60013394;Opole Chmielowice
60013404;Opole Czarnow¹sy
60013410;Opole G³ówne
60013423;Opole Gos³awice
60013433;Opole Groszowice
60013443;Opole Grotowice
60013453;Opole Wschodnie
60013463;Opole Zachodnie
60013474;Osowiec Przystanek
60013484;Otmuchów
60013494;Otmuchów Jezioro
60013503;Ozimek
60013514;Paczków
60013524;Pakos³awice
60013533;Pi³awa Górna
60013544;Pludry
60013554;Pokrzywnica
60013564;Popielów
60013573;Prudnik
60013584;Przecza
60013594;Przywory Opolskie
60013604;Rac³awice Œl¹skie
60013614;Rogalice
60013624;Skoroszyce
60013634;Smardy
60013644;Sowczyce
60013654;Sowin
60013664;Staniszcze Ma³e
60013674;Starczów
60013684;Stare Olesno
60013694;Stary Grodków
60013703;Strzelce Opolskie
60013713;Strzelin
60013724;Suchy Bór Opolski
60013734;Suszka
60013744;Szybowice
60013754;Szyd³ów
60013763;Szymiszów
60013774;Tarnowiec Brzeski
60013783;Tarnów Opolski
60013793;Tu³owice
60013804;Tu³y
60013814;Twardawa
60013824;Warkocz
60013834;Wêgry
60013844;Wierzbica Górna
60013854;Wilków Namys³owski
60013863;Wo³czyn
60013874;Wójcice
60013883;Zawadzkie
60013893;Z¹bkowice Œl¹skie
60013903;Ziêbice
60013914;¯êdowice
60013924;¯órawina
70013934;Antonin
70013944;Biadki
70013954;Bia³a
70013964;Biniew
70013974;B³aszki
70013983;Bojanowo
70013994;Bo¿acin
70014004;Bronów
70014014;Chocicza
70014024;Czastary
70014034;Czekanów
70014044;Czeluœcin
70014053;Czempiñ
70014064;Daniszyn
70014074;Domanin
70014081;Dru¿yna Poznañska
70014094;Dzier¿anów Wielkopolski
70014104;Dziêczyn
70014114;Garki
70014124;Golina
70014134;Gorzupia
70014144;Górka Duchowna
70014154;Granowiec
70014163;I³owiec
70014174;Janków Przygodzki
70014182;Jarocin
70014194;Kaczkowo
70014202;Kalisz
70014214;Kalisz Szczypiorno
70014224;Kalisz Winiary
70014234;Karzec
70014244;K¹kolewo
70014253;Kêpno
70014263;Kêpno PO
70014273;Kobylin
70014283;Koœcian
70014293;Kotlin
70014304;KoŸmin Wielkopolski
70014314;Kórnik
70014323;Krobia
70014333;Krotoszyn
70014344;Ksi¹¿no
70014354;Kuklinów
70014364;Lasocice
70014372;Leszno
70014384;Leszno Grzybowo
70014394;Lipno Nowe
70014404;£¹kociny
70014414;£êka Opatowska
70014424;Mêcka Wola
70014433;Mieszków
70014444;Mi³os³aw
70014451;Mosina
70014464;NiedŸwiedŸ Wielkopolski
70014473;Nowe Skalmierzyce
70014484;Oborzyska Stare
70014494;Obra Stara
70014504;Oci¹¿
70014513;Odolanów
70014523;Opatówek
70014534;Orzechowo
70014542;Ostrów Wielkopolski
70014554;Ostrów Wielkopolski Gorzyce
70014563;Ostrzeszów
70014574;Paw³owice
70014584;Paw³ów Wielkopolski
70014594;Pêpowo
70014604;Pieczyska
70014614;Pierzchno
70014623;Pleszew
70014634;Poniec
70014644;Przygodzice
70014654;Przysieka Stara
70014661;Puszczykowo
70014671;Puszczykówko
70014684;Radliczyce
70014694;Radlin Wielkopolski
70014702;Rawicz
70014713;Rydzyna
70014724;Sêdzice
70014732;Sieradz
70014744;Sieradz Mêka
70014754;Sieradz Warta
70014764;Skalmierz
70014774;S³upia
70014784;Solec Wielkopolski
70014794;Soœnie Ostrowskie
70014803;Stare Bojanowo
70014814;Stare Drzewce
70014824;Sulêcinek
70014833;Œroda Wielkopolska
70014844;Œwiba
70014854;Taczanów
70014864;Tarcha³y Wielkie
70014874;Topola-Osiedle
70014883;Wieruszów
70014894;Wieruszów Miasto
70014904;Wilkowice
70014913;Witaszyce
70014924;W³ostowo
70014934;Wolenice
70014943;Wschowa
70014954;Zduny
70014964;¯erków
70014974;Baborówko
70014984;Bar³ogi
70014993;Biskupice Wielkopolskie
70015001;Bolechowo
70015014;Budki Nowe
70015024;Budzyñ
70015033;Buk
70015044;Chludowo
70015052;Chodzie¿
70015064;Chroœnica
70015074;Chwalibogowo
70015084;Cienin
70015094;Cienin Koœcielny
70015104;Czerniejewo
70015111;Czerwonak
70015121;Czerwonak Osiedle
70015133;Dopiewo
70015144;Drawski M³yn
70015154;Fa³kowo
70015164;G¹dki
70015174;Gêbarzewo
70015182;Gniezno
70015194;Gniezno Winiary
70015204;Golêczewo
70015213;Go³añcz
70015224;Grylewo
70015234;Gu³towy
70015244;Gutowo Wielkopolskie
70015254;Jankowo Dolne
70015264;Janowiec Wielkopolski
70015274;Jastrzêbsko
70015284;Kawnice
70015291;Kiekrz
70015304;Kobylec
70015311;Kobylnica
70015323;Ko³o
70015332;Konin
70015344;Konin Zachód
70015353;Kostrzyn Wielkopolski
70015364;Kramsk
70015374;Laskownica
70015384;Lednogóra
70015391;Ligowiec
70015401;Luboñ ko³o Poznania
70015414;£opuchowo
70015424;£opuchowo Osiedle
70015434;Marzenin
70015444;Mia³y
70015454;Milcz
70015464;Mokrz
70015473;Murowana Goœlina
70015483;Nekla
70015493;Nowy Tomyœl
70015503;Oborniki Wielkopolskie
70015513;Oborniki Wielkopolskie Miasto
70015523;Opalenica
70015534;Ostrówki ko³o Chodzie¿y
70015544;Otoczna
70015553;Otusz
70015561;Owiñska
70015574;Paczkowo
70015583;Palêdzie
70015594;Pami¹tkowo
70015604;Parkowo
70015614;Pêckowo
70015624;Pierzyska
70015633;Pobiedziska
70015644;Pobiedziska Letnisko
70015654;Podstolice
70015664;Pora¿yn
70015671;Poznañ Antoninek
70015681;Poznañ Dêbiec
70015691;Poznañ Dêbina
70015701;Poznañ Garbary
70015710;Poznañ G³ówny
70015721;Poznañ Górczyn
70015731;Poznañ Junikowo
70015741;Poznañ Karolin
70015751;Poznañ Krzesiny
70015761;Poznañ Staro³êka
70015771;Poznañ Strzeszyn
70015781;Poznañ Wola
70015791;Poznañ Wschód
70015804;Promno
70015814;Przebêdowo
70015824;Przysieczyn
70015834;Ptaszkowo
70015843;RogoŸno Wielkopolskie
70015851;Rokietnica
70015864;Roszkowo W¹growieckie
70015874;Ro¿nowo
70015884;S¹topy
70015894;Skoki
70015903;S³awa Wielkopolska
70015913;S³upca
70015924;Soko³owo Budzyñskie
70015934;Sp³awie
70015943;Strza³kowo
70015951;Swarzêdz
70015963;Szamotu³y
70015974;Tarnowo Rogoziñskie
70015983;Trzemeszno
70015994;Wargowo
70016003;W¹growiec
70016013;Wojnowice Wielkopolskie
70016024;Wólka
70016033;Wronki
70016042;Wrzeœnia
70016054;Wydartowo
70016064;Zielone Wzgórza
70016071;Z³otniki
70016084;¯ydowo
30016094;Babica
30016104;Babica Kolonia
30016114;Basznia
30016124;Basznia Dolna
30016134;Besko
30016144;Bêdziemyœl
30016154;Bobrówka
30016164;Boguchwa³a
30016174;Budy G³ogowskie
30016184;Chorzelów
30016194;Cmolas
30016204;Czaszyn
30016214;Czudec
30016224;D¹bie ko³o Dêbicy
30016232;Dêbica
30016244;Dêbica Wschodnia
30016254;D³ugie
30016264;Dobrzechów
30016274;Dziewiêcierz
30016284;Frysztak
30016294;Gliniczek
30016302;G³ogów Ma³opolski
30016314;G³uchów
30016324;Gniewczyna
30016334;Grodzisko Dolne
30016344;Grzêska
30016354;Hermanowice
30016363;Horyniec-Zdrój
30016374;Hurko
30016384;Huta Komorowska
30016392;Jaros³aw
30016403;Jas³o
30016414;Jas³o Fabryczne
30016424;Jas³o Nieg³owice
30016434;Jaœlany
30016443;Jedlicze
30016454;Jedlicze Mêcinka
30016464;Jelna
30016474;Kalembina
30016484;Kochanówka Pustków
30016493;Kolbuszowa
30016504;Komañcza
30016514;Komañcza Letnisko
30016524;Komorów Podmurynia
30016534;Korzenica
30016544;Kosina
30016553;Krosno
30016563;Krosno Miasto
30016574;Krosno Polanka
30016584;Krosno Turaszówka
30016594;Krzemienica
30016604;Lesko £ukawica
30016613;Le¿ajsk
30016623;Lubaczów
30016634;Lubzina
30016643;£añcut
30016654;£êtownia
30016664;£upków
30016674;Majdan Królewski
30016684;Majdan Królewski Podlasek
30016694;Markuszowa
30016704;Medyka
30016714;Medyka Rozrz¹dowa
30016724;Medyka Towarowa
30016734;Mielec
30016744;Milcza
30016754;Mi³ocin
30016764;Mokre Ma³opolskie
30016774;Morochów
30016784;Munina
30016794;Niziny
30016804;Nowa Grobla
30016813;Nowa Sarzyna
30016824;Nowa Sarzyna Kolonia
30016834;Nowosielce
30016844;Nowy £upków
30016854;Nowy Zagórz
30016864;Oleszyce
30016874;Os³awica
30016884;Ostrów ko³o Radymna
30016894;Padew
30016904;Pe³kinie
30016914;Przec³aw Tuszyma
30016924;Przemyœl Bakoñczyce
30016932;Przemyœl G³ówny
30016944;Przemyœl Pikulice
30016953;Przemyœl Zasanie
30016962;Przeworsk
30016974;Przybówka
30016984;Przysieki
30016994;Pustków
30017004;Pustynia
30017013;Radymno
30017024;RogoŸnica ko³o Rzeszowa
30017034;Rogó¿no ko³o £añcuta
30017043;Ropczyce
30017054;Ropczyce Witkowice
30017064;Rudna Wielka
30017073;Rudnik nad Sanem
30017084;Rudnik Stró¿a
30017094;Rzemieñ
30017104;RzepedŸ
30017110;Rzeszów G³ówny
30017121;Rzeszów Osiedle
30017131;Rzeszów Staroniwa
30017141;Rzeszów Za³ê¿e
30017151;Rzeszów Zwiêczyca
30017164;Rzochów
30017173;Sanok
30017184;Sanok D¹brówka
30017193;Sanok Miasto
30017203;Sêdziszów Ma³opolski
30017214;Siepietnica
30017224;Sko³yszyn
30017234;Soœnica Jaros³awska
30017244;Stra¿ów
30017253;Strzy¿ów nad Wis³okiem
30017264;Surochów
30017274;Szczawne Kulaszne
30017284;Szebnie
30017294;Œwilcza
30017304;Targowiska
30017314;Tarnawa Dolna
30017324;Tarnowiec
30017334;Tryñcza
30017344;Trzciana
30017354;Tuszów Narodowy
30017364;Walawa
30017374;Werchrata
30017384;Widacz
30017394;Wide³ka
30017404;Wierzawice
30017414;Wis³oczanka
30017424;Wiœniowa
30017434;Wojaszówka
30017444;Wojs³aw
30017454;Wróblik Szlachecki
30017464;Wysoczany
30017474;Zaborów
30017484;Zaborów B³onia
30017494;Zaczernie
30017503;Zagórz
30017514;Zagrody
30017524;Zarêbki
30017534;Zarszyn
30017543;¯urawica
30017554;¯urawica Rozrz¹dowa
10017564;Barchów
10017574;Barcz¹ca
10017582;Bia³a Podlaska
10017594;Bia³ki Siedleckie
10017604;Borki-Kosy
10017614;Brzozowica
10017623;Ceg³ów
10017633;Choty³ów
10017644;Chrzêsne
10017654;Cierpigórz
10017663;Cisie
10017674;Czachówek Wschodni
10017684;Dalekie
10017693;Dêbe Wielkie
10017704;Dobrynka
10017714;Dziewule
10017724;Frono³ów
10017734;Gierwaty
10017744;Goworowo
10017753;Góra Kalwaria
10017764;Grodziszcze Mazowieckie
10017774;Grzegorzewo
10017783;Halinów
10017794;Huta Czechy
10017804;Jarzêbia £¹ka
10017814;Kobylany
10017824;Kosiorki
10017834;Koszewnica
10017843;Kotuñ
10017854;Krusze
10017864;Krynka £ukowska
10017874;Krzymosze
10017884;Leszczydó³
10017894;Lucynów
10017903;£ochów
10017912;£uków
10017924;£uków £apiguz
10017934;£uków Zapowiednik
10017944;Ma³aszewicze Przystanek
10017953;Ma³kinia
10017964;Matysy
10017974;Mienia
10017983;Miêdzyrzec Podlaski
10017992;Miñsk Mazowiecki
10018004;Miñsk Mazowiecki Anielina
10018014;Misie
10018024;Mokra Wieœ
10018034;Mordy
10018044;Mordy Miasto
10018054;Mostówka
10018063;Mrozy
10018074;Niemojki
10018083;Nowe Dêbe Wielkie
10018094;Ogrodniki
10018103;Ostro³êka
10018114;Ostrówek Wêgrowski
10018124;Pasieki
10018134;Patków
10018144;Perkowice
10018153;Pilawa
10018164;Platerów
10018174;Porosiuki
10018184;Prabuty Góry
10018194;Prostyñ
10018203;Przetycz
10018214;Radomyœl
10018224;Radzymin
10018233;Rybienko
10018244;Sabinka
10018254;Sadowne Wêgrowskie
10018264;Sarnaki
10018272;Siedlce
10018284;Siedlce Wschodnie
10018293;Siedlce Zachodnie
10018304;Sitno
10018314;Sokule
10018324;Sosnowe
10018334;Stok Lacki
10018341;Sulejówek Mi³osna
10018354;Szachy
10018364;Szaniawy
10018374;Szewnica
10018382;Terespol
10018391;T³uszcz
10018404;Topór
10018413;Urle
10018423;Wrzosów
10018433;Wyszków
10018444;Zygmuntowo Mazowieckie
20018454;Antoniów
20018464;Antoniówka
20018474;Bartodzieje
20018484;B¹kowiec
20018494;Bieliny Opoczyñskie
20018504;Bli¿yn
20018514;Bodzechów
20018524;Boksycka
20018534;Bratków
20018544;Brody I³¿eckie
20018554;Brzask
20018564;Brzustowa Opatowska
20018574;Brzustów
20018584;Chronów
20018594;Chynów
20018604;Czarniecka Góra
20018614;Æmielów
20018624;Dêba Opoczyñska
20018634;Dobieszyn
20018644;Drygulec
20018654;Drzewica
20018664;Dwikozy
20018673;Garbatka-Letnisko
20018684;G¹sawy Plebañskie
20018694;Gilów
20018704;Goœniewice
20018714;Grabów nad Pilic¹
20018724;Jakubowice
20018734;Jasice
20018744;Jastrz¹b
20018754;Jedlnia Koœcielna
20018763;Jedlnia-Letnisko
20018774;Jeleñ
20018784;Koñczyce Radomskie
20018794;Koñskie
20018804;Kornica
20018814;Krê¿el
20018824;Kruszyna
20018833;Kunów
20018844;Lesiów
20018854;Lipowe Pole
20018864;Marcinków
20018874;Metan
20018884;Michalczew
20018893;Opoczno
20018903;Opoczno Po³udnie
20018912;Ostrowiec Œwiêtokrzyski
20018924;Petrykozy
20018933;Pionki
20018944;Pionki Zachodnie
20018954;Podbór
20018964;Przysucha
20018972;Radom
20018984;Radom Po³udniowy
20018994;Radom Potkanów
20019004;Radzice
20019014;Rajec Poduchowny
20019024;Ro¿ki
20019034;Ruda Bia³aczowska
20019044;Ruda Wielka
20019053;Sandomierz
20019064;Sitowa
20019074;Skar¿ysko Koœcielne
20019084;Skar¿ysko Milica
20019094;Skar¿ysko Zachodnie
20019102;Skar¿ysko-Kamienna
20019114;Skrzynno
20019124;S³omianka
20019134;Smogorzów Przysuski
20019144;So³tyków
20019154;Spa³a
20019164;Starachowice
20019174;Starachowice Micha³ów
20019183;Starachowice Wschodnie
20019194;Staw Kunowski
20019204;St¹porków
20019214;Strzy¿yna
20019224;Styków I³¿ecki
20019234;Su³kowice
20019244;Szadkowice
20019253;Szyd³owiec
20019262;Tomaszów Mazowiecki
20019274;Tomaszów Mazowiecki Bia³obrzegi
20019283;Warka
20019293;W¹chock
20019304;Wieniawa
20019314;Wola Bierwiecka
20019324;Wola Lipieniecka
20019334;Wolanów
20019344;Zajezierze ko³o Dêblina
20019354;Zygmuntów
20019364;¯ytkowice
40019372;Bielsko-Bia³a G³ówna
40019384;Bielsko-Bia³a Komorowice
40019393;Bielsko-Bia³a Leszczyny
40019403;Bielsko-Bia³a Lipnik
40019413;Bielsko-Bia³a Mikuszowice
40019424;Bielsko-Bia³a Pó³noc
40019434;Bielsko-Bia³a Wschód
40019444;Che³m Œl¹ski
40019451;Chorzów Batory
40019463;Chybie
40019474;Chybie Mnich
40019482;Cieszyn
40019494;Cieszyn Marklowice
40019504;Ciêcina
40019514;Ciêcina Dolna
40019524;Cisiec
40019532;Czechowice-Dziedzice
40019544;Czechowice-Dziedzice Po³udniowe
40019554;Czechowice-Dziedzice Przystanek
40019564;Dankowice
40019574;Drogomyœl
40019583;Gocza³kowice
40019594;Gocza³kowice-Zdrój
40019604;Goleszów
40019613;Imielin
40019623;Jaworzno Ciê¿kowice
40019631;Jaworzno Szczakowa
40019644;Jeleœnia
40019654;Kaczyce
40019664;Kaniów
40019670;Katowice
40019681;Katowice Brynów
40019691;Katowice Ligota
40019701;Katowice Piotrowice
40019711;Katowice Podlesie
40019721;Katowice Szopienice Po³udniowe
40019731;Katowice Za³ê¿e
40019741;Katowice Zawodzie
40019754;Kobiór
40019764;Koñczyce
40019773;Kozy
40019784;Kozy Zagroda
40019794;Krzemionki
40019804;Laliki
40019813;£odygowice
40019824;£odygowice Górne
40019833;Milówka
40019844;Milówka Zabawa
40019851;Mys³owice
40019861;Mys³owice Brzezinka
40019871;Mys³owice Brzêczkowice
40019884;Mys³owice Kosztowy
40019893;Nowy Bieruñ
40019904;Pewel Ma³a
40019914;Pewel Wielka
40019924;Pewel Wielka Centrum
40019934;Piasek
40019944;Pierœciec
40019953;Pietrzykowice ¯ywieckie
40019964;Pogwizdów
40019974;Pruchna
40019982;Pszczyna
40019994;Pszczyna Czarków
40020004;Radziechowy Wieprz
40020013;Rajcza
40020023;Rajcza Centrum
40020034;Rycerka
40020043;Skoczów
40020054;Skoczów B³adnice
40020061;Sosnowiec Dañdówka
40020071;Sosnowiec G³ówny
40020081;Sosnowiec Kazimierz
40020091;Sosnowiec Po³udniowy
40020101;Sosnowiec Por¹bka
40020114;Sól
40020124;Sól Kiczora
40020134;Strumieñ
40020141;Œwiêtoch³owice
40020151;Tychy
40020161;Tychy Zachodnie
40020171;Tychy ¯waków
40020183;Ustroñ
40020194;Ustroñ Polana
40020204;Ustroñ Zdrój
40020213;Wêgierska Górka
40020223;Wilkowice Bystra
40020234;Wis³a Dziechcinka
40020244;Wis³a G³êbce
40020254;Wis³a Kopyd³o
40020264;Wis³a Ob³aziec
40020273;Wis³a Uzdrowisko
40020284;Zaborze
40020293;Zabrzeg
40020304;Zabrzeg Czarnolesie
40020313;Zebrzydowice
40020323;Zwardoñ
40020332;¯ywiec
40020344;¯ywiec Sporysz
80020354;Barzkowice
80020364;Baszewice
80020374;Bêdzino
80020382;Bia³ogard
80020393;Bia³oœliwie
80020404;Bia³uñ
80020414;Bia³y Bór
80020424;Bia³y Zdrój Po³udniowy
80020434;Bieczyno Pomorskie
80020444;Bierzwnik
80020454;Biesowice
80020464;Biñcze
80020474;Biskupnica
80020484;Bobrowo Pomorskie
80020494;Boleszewo
80020504;Brokêcino
80020514;BrzeŸno Cz³uchowskie
80020524;Charnowo S³upskie
80020533;Chociwel
80020543;Chojna
80020553;Choszczno
80020564;Ciecholub
80020574;Cieszyno £obeskie
80020584;Cybowo
80020593;Czaplinek
80020603;Czarne
80020614;Czarne Ma³e
80020624;Czarnobór
80020634;Czarnowêsy Pomorskie
80020641;Czepino
80020653;Cz³uchów
80020661;Daleszewo Gryfiñskie
80020674;Dalêcino
80020684;Damnica
80020694;Dar³owo
80020704;Daszewo
80020713;Dobiegniew
80020724;Dobino Wa³eckie
80020734;Dolice
80020744;Dolna Odra
80020754;Dolnik
80020764;Domis³aw
80020774;Drawiny
80020783;Drawsko Pomorskie
80020794;Drzonowo
80020804;Dunowo
80020814;Dygowo
80020824;Dziembówko
80020834;Ga³êzinowo
80020844;G¹bin
80020854;G³owaczewo
80020864;G³uszyno Pomorskie
80020874;Godków
80020884;Gogolewo
80020892;Goleniów
80020904;Górki Pomorskie
80020914;Górzyca Reska
80020923;Gryfice
80020931;Gryfino
80020941;Grzêdzice Stargardzkie
80020954;Grzmi¹ca
80020964;Gwda Ma³a
80020974;Iwin
80020984;Jankowo Pomorskie
80020994;Jarszewo
80021003;Jastrowie
80021014;Jazy
80021024;Jelenino
80021034;Jezierzyce S³upskie
80021044;Jeziorki Wa³eckie
80021054;Kaczory
80021063;Kalisz Pomorski
80021073;Kamieñ Pomorski
80021084;Karcino
80021094;Karlino
80021104;Karwice
80021114;Kawcze
80021123;Kêpice
80021134;Kêpka
80021144;Klêpnica
80021154;Kliniska
80021164;Kobylnica S³upska
80021174;Kolin
80021182;Ko³obrzeg
80021193;Ko³obrzeg Stadion
80021204;Korzybie
80021212;Koszalin
80021224;Koœciernica
80021233;Krajenka
80021244;Krêpa Krajeñska
80021254;Krostkowo
80021264;Krzywin Gryfiñski
80021274;Lesiêcin
80021284;Leœnice
80021294;Lipka Krajeñska
80021304;Lisie Pole
80021314;Lisowo
80021324;Lotyñ
80021334;Lubiewo
80021344;£adzin
80021353;£obez
80021364;£oŸnica
80021374;£ubowo
80021383;Miasteczko Krajeñskie
80021393;Miastko
80021401;Miedwiecko
80021414;Mierzêcin Strzelecki
80021422;Miêdzyzdroje
80021434;Mi³ogoszcz
80021444;Mokrzyca
80021454;Mokrzyca Wielka
80021464;Morzyca
80021474;Mosty
80021484;Mœcice
80021494;Nielep
80021504;Nosówko
80021513;Nowogard
80021524;Nowy Jaros³aw
80021534;Ognica
80021543;Okonek
80021554;Osina
80021564;Pacholêta
80021574;Par³ówko
80021584;Pêzino
80021592;Pi³a G³ówna
80021604;Pi³a Kalina
80021614;Pi³a Podlasie
80021623;P³oty
80021634;P³ytnica
80021644;Podborsko
80021654;Podlesiec
80021664;Pogorzelice
80021674;Police
80021683;Port Lotniczy Szczecin Goleniów
80021694;Potêgowo
80021704;Prostynia
80021714;Przeradz
80021724;Przytocko
80021734;Ptusza
80021744;R¹bino
80021754;Reblino
80021764;Rec³aw
80021774;Recz Pomorski
80021781;Reptowo
80021794;Rêbusz
80021804;Rokita
80021813;Runowo Pomorskie
80021824;Rurka
80021834;Rutwica
80021844;Rzêœnica
80021854;Silnowo
80021864;Siñczyca
80021874;Skibno
80021884;Skórka
80021893;S³awno
80021904;S³onice
80021914;S³onowice
80021924;S³osinko
80021934;S³owienkowo
80021942;S³upsk
80021954;Sokoliniec
80021964;Stara £ubianka
80021971;Stargard
80021984;Stary Borek
80021994;Stary Klukom
80022004;Stawno
80022014;Stobno Szczeciñskie
80022024;Stramnica
80022034;Str¹czno
80022044;Strzebielewo Pyrzyckie
80022054;Strzelinko
80022064;Strzy¿yno S³upskie
80022074;Sulino
80022084;Suliszewo Drawskie
80022094;Sycewice
80022101;Szczecin D¹bie
80022110;Szczecin G³ówny
80022121;Szczecin Gumieñce
80022131;Szczecin Podjuchy
80022144;Szczecin Pogodno
80022151;Szczecin Port Centralny
80022161;Szczecin Za³om
80022171;Szczecin Zdroje
80022181;Szczecin Zdunowo
80022192;Szczecinek
80022204;Szczecinek Chy¿e
80022214;Szyd³owo Krajeñskie
80022223;Œwidwin
80022232;Œwinoujœcie
80022244;Œwinoujœcie Port
80022254;Œwinoujœcie Przytór
80022264;Œwinoujœcie Warszów
80022274;Tarnowo Pomorskie
80022284;Tr¹bki
80022294;Troszyn
80022303;Trzebiatów
80022314;Tuczno Krajeñskie
80022324;Turowo Pomorskie
80022333;Tychowo
80022344;Tymieñ
80022354;Ulikowo
80022363;Ustka
80022373;Ustronie Morskie
80022383;Wa³cz
80022394;Wa³cz Raduñ
80022404;Warnowo
80022413;Wêgorzyno
80022424;Widuchowa
80022434;Widzino
80022444;Wiekowo
80022454;Wielanowo
80022464;Wiewiecko
80022474;Witkowo Pyrzyckie
80022484;Witnica Chojeñska
80022493;Wolin
80022504;Worowo
80022514;Wrz¹ca Pomorska
80022524;Wrzeœnica
80022534;Wrzosowo
80022543;Wyrzysk Osiek
80022553;Wysoka Kamieñska
80022564;Wyszomierz
80022574;Zakrzewo Z³otowskie
80022584;Ziemomyœl
80022593;Z³ocieniec
80022603;Z³otów
80022614;¯abowo
80022624;¯elis³awie Pomorskie
80022634;¯ó³tnica
80022644;¯ó³wino
40022654;Be³sznica
40022664;Bierawa
40022674;Boronów
40022681;Bytom
40022694;Bytom Bobrek
40022701;Bytom Karb
40022711;Bytom Pó³nocny
40022723;Cha³upki
40022731;Chorzów Miasto
40022741;Chorzów Stary
40022753;Czerwionka
40022764;Czerwionka Dêbieñsko
40022774;Czy¿owice
40022784;Dziergowice
40022794;Dzietrzniki
40022800;Gliwice
40022813;Gliwice KuŸnica
40022821;Gliwice £abêdy
40022834;Górki Œl¹skie
40022844;Herby Nowe
40022854;Janinów
40022864;Jaworzno ko³o Wielunia
40022873;Kalety
40022882;Kêdzierzyn-KoŸle
40022894;Kêdzierzyn-KoŸle Azoty
40022904;Kêdzierzyn-KoŸle Przystanek
40022914;Kêdzierzyn-KoŸle Zachodnie
40022924;Knurów
40022934;Kotulin
40022943;Krzepice
40022954;Krzy¿anowice
40022964;Kuleje
40022974;KuŸnia Raciborska
40022983;Leszczyny
40022994;Ligota Toszecka
40023004;£aziska Górne
40023014;£aziska Górne Brada
40023024;£aziska Œrednie
40023034;£uków Œl¹ski
40023043;Miasteczko Œl¹skie
40023053;Miko³ów
40023064;Miko³ów Jamna
40023071;Nak³o Œl¹skie
40023084;Nêdza
40023094;Nêdza Wieœ
40023104;Olza
40023113;Orzesze
40023123;Orzesze Jaœkowice
40023134;Orzesze Miasto
40023144;Paczyna
40023154;Panki
40023164;P¹tnów Wieluñski
40023173;Pyskowice
40023182;Racibórz
40023194;Racibórz Markowice
40023204;Radlin Obszary
40023214;Radostowice
40023221;Radzionków
40023231;Radzionków Rojca
40023244;Raszowa
